X,Y,OBJECTID,SPACE_,STATUS,DMS_LAT,DMS_Long,WHOLESTNAME,SideOfStreet,Block,GlobalID
1450760.261481,540163.86210601,3349,477,Pay Station,35.2202208345687,-80.8391270769719,E 3rd St,South,600,c1d45052-24b7-4f20-ad11-ed3f5f46e048
1448211.089606,542351.05023101,3350,2229,Operational,,,W Martin Luther King Jr Bv,South,200,3e7cfb67-5123-4c9f-aefc-8e6dbe60313d
1451691.56335601,541208.967106014,3351,451,Operational,35.2231393132326,-80.8360740470816,E 5th St,North,600,dedf3180-a72f-4fd4-8b0b-b2d212dc29d5
1449331.00085601,543696.241481006,3352,,Operational,35.2298521260365,-80.8441315562436,W 5th St,South,300,ac1ede5c-4921-46c2-a042-7c365d24ed55
1447826.808356,541305.858356014,3353,,Bagged,35.22320840405,-80.8490186849616,S Tryon St,West,600,ae24256d-ccf8-4eb5-acd1-131c41608a7a
1449405.997106,542570.14335601,3354,2067,Pay Station,,,S Tryon St,West,100,d348aef1-efe4-4546-be5f-d8422b17bc72
1449807.48710601,540035.039606005,3355,390,Operational,35.2198183935625,-80.842308701769,S Davidson St,East,400,666fa658-35ab-431a-88f9-b0c59080bf72
1450480.793981,543452.102731004,3356,2048,Pay Station,,,N Tryon St,,300,f2b0b00e-321b-4b2a-961f-3549315139cb
1450882.24085601,543787.068356007,3357,2031,Operational,35.2301807094242,-80.8389434435395,N Tryon St,West,400,ffc1be45-4e38-4a7c-ad77-7fe535a86270
1448183.37398101,541583.84710601,3358,2091,Pay Station,,,S Tryon St,West,400,52509354-68bd-4a76-abb7-d452e4b9939d
1451049.77960601,543266.390231013,3359,,Operational,35.2287588299866,-80.8383502130728,N College St,East,400,0c1e054d-15be-4b0f-8bab-8c0062116591
1450198.92585601,540775.681481004,3360,288,Operational,35.2218730366309,-80.8410442662844,E 3rd St,South,500,d16d2b9d-f639-4752-9377-0ae9eac292a5
1447376.20648101,545704.005856007,3361,,Operational,35.2352678843771,-80.8508017836663,W 5th St,North,900,1160592c-755a-4d32-bba2-cfef031c3b21
1449564.368356,543300.980856001,3362,,Bagged,35.2287781768852,-80.8433256367336,N Church St,West,100,8385f3fd-4a4b-413b-a4bf-bb173050e628
1451931.337106,542723.828981012,3363,,Operational,,,N Brevard St,South,400,ecb78622-7749-4810-b323-5300faed8c81
1448547.81460601,544556.789606005,3364,,Operational,35.2321762144201,-80.8468073664498,W 5th St,South,520,c05652a0-c28a-4778-80a7-69663d19c7ed
1450394.70210601,542715.78460601,3365,,Operational,35.2272128578352,-80.8405092822441,N College St,East,200,a1476c17-aa93-46a9-9e20-67306aa50225
1447240.167731,545825.83148101,3366,,Operational,35.2355955928125,-80.8512648957171,W 5th St,North,900,04a8c90d-cea6-4a95-a02d-4cdeed43858c
1450220.244606,540424.055856004,3367,383,Pay Station,35.2209081373384,-80.8409510624701,S Davidson St,West,300,069e0ac5-47bf-4cf0-926d-999c22b5ff37
1449192.25835601,540705.863356009,3368,265,Operational,35.22162989096,-80.8444100388883,S Brevard St,West,400,86aba0f2-f509-439f-a116-de4bca15ad68
1449961.792731,540036.605856001,3369,508,Operational,35.2198305632802,-80.8417922283242,E Martin Luther King Jr Bv,South,600,804d8ed3-8353-4f28-9edf-1187e0c87fad
1450106.946481,541443.770231009,3370,,Operational,,,Brevard St,Right,200,428e8a86-c569-4e59-bcbc-ee2f6525e0b7
1450488.92085601,542790.904606014,3371,,Operational,35.227424026352,-80.8401984990257,N College St,East,200,41132e15-274c-4ccc-82e0-6ba385d6ffb1
1454162.58460601,538056.647106007,3372,,Operational,35.2146045259289,-80.8276071045408,Elizabeth Av,North,1500,09e90023-269c-4c25-8dd1-cc82874d7845
1448548.75585601,544614.718356013,3373,,Operational,35.2323354038882,-80.8468078237243,W 5th St,North,520,161a3de0-aab2-42d7-b6f3-11b5fdfca5b7
1448439.38960601,544077.433356002,3374,,Bagged,35.2308537884342,-80.8471405289908,W Trade St,North,500,a4f12a94-54d4-4563-a851-0d45caa58590
1452073.37898101,542644.366481006,3375,,Operational,,,N Brevard St,North,400,59c58f22-a8d9-4cc4-86ea-d6daddd7c166
1448368.11273101,541730.323356003,3376,2086,Pay Station,,,S Tryon St,,400,43a2dcdd-fa9f-44b7-93b9-31a8d1b873c8
1450064.19523101,542888.380856007,3377,124,Operational,35.2276949152993,-80.8416638270652,E 5th St,South,100,af96d2fd-b32c-4240-8f4f-96a74ad79b15
1450635.56585601,539372.770231009,3378,545,Operational,35.2180411984583,-80.8394954439287,E Martin Luther King Jr Bv,North,600,ec1a093c-658d-4c75-b77b-55299444d6c1
1446542.78460601,545820.125231013,3379,2610,Operational,,,N Sycamore St,East,100,aae30f69-afb5-4e93-bacc-fc3ee5ccd956
1447562.23898101,541618.890856013,3380,,Bagged,35.2240548221626,-80.8499239541626,S Church St,East,600,76f563fc-f013-4eda-8442-f46959be591e
1447598.605231,545488.897106007,3381,,Operational,35.234688330143,-80.8500436921043,W 5th St,North,800,cd6506cb-9986-4407-b56c-3b9c3ff4ac14
1452312.58273101,541138.140231013,3382,427,Operational,35.2229762781613,-80.8339905843151,E 6th St,North,700,875b4b2f-7223-4057-aff5-be6e001e53c0
1451094.28273101,544512.142106012,3383,2630,Operational,,,N Church St,East,600,ce7f52ab-2e7d-4308-9301-eaf4b6869cfe
1445478.64023101,538187.312106013,3384,,Operational,35.2145207347721,-80.8566846866789,E Park Av,North,100,8339ac1f-46cc-404b-85c4-14febeec9ee4
1449877.46085601,543738.705231011,3385,,Operational,35.2299966598204,-80.8423045793974,W 6th St,South,200,e9cdff9d-8447-44b2-b905-c3fd686e0421
1447929.36648101,544519.228356004,3386,,Operational,35.2320413972924,-80.8488757212446,W Trade St,South,600,1ca2543a-9884-479c-98e7-cbe6d2672d90
1448998.98335601,543842.603356004,3387,,Operational,35.2302372590127,-80.8452523012509,N Pine St,West,100,d57deac9-07ff-4e18-a210-b033fbdefb00
1447736.81398101,542869.672106013,3388,2372,Operational,,,W Martin Luther King Jr Bv,South,400,c10ebb8d-ec8b-4ae4-8018-e717e70e9305
1449737.73335601,543440.327731013,3389,,Operational,35.229169833224,-80.8427538584362,N Church St,West,200,0acd830e-5842-44bd-bcd9-6c569b114add
1450422.133981,543952.853356004,3390,2138,Operational,,,N Church St,East,400,ab72f881-5a85-4140-a1ee-6514ba7c961d
1451761.38023101,544023.460231006,3391,112,Operational,35.2308748340356,-80.8360146008975,Phifer Av,North,100,cd49cc87-ca37-4a62-8476-73b6960c0735
1450484.89835601,540459.14398101,3392,462,Pay Station,35.2210180128862,-80.8400672434957,E 3rd St,South,600,81a361ef-bc66-4994-ba13-bb6e78ed6b11
1447998.39023101,542628.709606007,3393,2225,Operational,,,W Martin Luther King Jr Bv,North,200,1b5ea94b-f06f-4c69-9489-d81e1327f740
1454513.371481,537845.802106008,3394,,Operational,35.2140430287192,-80.8264198558242,Travis Av,West,200,db3ec1b2-76f1-4971-aac2-81dfe7df0a2e
1448385.64585601,541743.600231007,3395,2085,Pay Station,,,S Tryon St,,400,84469d33-8073-4901-a80f-48e5dd22d9fd
1451647.31523101,541256.389606014,3396,448,Operational,35.2232673436952,-80.8362251202612,E 5th St,North,600,334a8f2e-f4e6-416d-995c-239512e6780d
1447657.04773101,545369.959606007,3397,,Operational,35.2343645787039,-80.8498405862059,W 5th St,South,800,a49862d6-4287-4233-b464-9323243605e5
1448539.42648101,544485.369606003,3398,,Operational,35.2319795812585,-80.8468310024049,Wilkes Pl,East,100,ff70811a-e246-413d-8144-66dcfa2dcf99
1449684.228356,541408.827731013,3399,180,Operational,35.2235861758217,-80.8428067208778,E 3rd St,North,200,5232196f-550c-4fd1-824f-0e2e15812ba4
1451636.48898101,544181.15898101,3400,104,Operational,35.2313017164436,-80.8364425268203,Phifer Av,North,100,8ff80f23-be4b-4d82-a118-f27a78417942
1450434.17210601,542747.615231007,3401,,Operational,35.2273023133544,-80.8403791119635,N College St,East,200,c3cba7fd-48c3-49c3-84f1-521e1c4581c9
1449209.949606,543150.723981008,3402,,Operational,35.2283473045625,-80.8445029099492,W Trade St,South,200,73c37a9e-51a4-4486-896b-b992c8633ade
1449750.45210601,539987.666481003,3403,394,Operational,35.2196853418084,-80.8424966946123,S Davidson St,East,400,51ebfa5e-bd97-4669-ae0f-99c659bde324
1448906.060231,544703.108356014,3404,,Operational,35.2325964856025,-80.8456169916296,W 6th St,South,500,14c34e07-1a22-4e6f-8a38-869cc144594e
1448316.10960601,543123.199606001,3405,,Operational,35.22822602181,-80.8474938234103,S Mint St,West,200,39e77b92-9949-4a7a-b9ce-ccdb3a8fe59e
1450614.88148101,544110.125856012,3406,2125,Operational,,,N Church St,East,400,715362dc-333f-49d0-8282-6f62129868a8
1447899.96023101,542101.302731007,3407,2245,Operational,,,W 1st St,North,200,bc03b027-6784-49ef-a512-cd42b789f292
1452030.49023101,542969.790231004,3408,,Operational,,,N Brevard St,East,500,11e07a86-ac21-4f7f-896e-605722a1be52
1446752.979606,546091.686481014,3409,2587,Operational,,,N Sycamore St,West,100,f62eff2d-9888-471a-a065-b37665d3ef03
1451019.51648101,543240.78460601,3410,,Operational,35.2286869464503,-80.8384499486051,N College St,East,400,5ecc1426-a9f6-48ac-8c0c-4690b6214d83
1448519.649606,544587.69085601,3411,,Operational,35.2322596663943,-80.8469035941164,W 5th St,South,520,fabdb0f4-63f0-436c-b5eb-7716c7b78729
1451172.53585601,544577.017731011,3412,2625,Operational,,,N Church St,East,600,74e50da2-b04a-42ad-a49d-1461b033fdd8
1448483.92210601,543193.184606001,3413,,Operational,35.2284268636044,-80.8469363380465,S Mint St,East,200,8e8df8fc-cadb-4fba-8f7d-fb9e5e691c1f
1447797.84335601,545109.875856012,3414,,Pay Station,35.2336572869965,-80.8493529343599,N Cedar St,East,100,f2a660ea-81f6-44f4-ac98-33316690abc1
1451593.94210601,541311.483981013,3415,444,Operational,35.2234159863574,-80.8364072183483,E 5th St,North,600,f57a41ba-38ee-4754-9e5c-c7061d6d262f
1449300.92960601,540793.952731013,3416,258,Operational,35.2218774367504,-80.8440517097425,S Brevard St,West,400,cb2c0e05-2995-4ce6-a338-1af639f61409
1449962.14148101,541100.632731006,3417,286,Operational,35.2227536741974,-80.8418571587298,E 3rd St,North,400,987269b6-42dc-4777-a539-07aa779b09af
1448757.512731,543182.981481001,3418,2263,Operational,,,S Poplar St,West,100,944ab8e6-1a0b-4ba5-b531-1f34dc73ec8f
1450245.838356,540384.597731009,3419,369,Pay Station,35.220801042035,-80.8408629309448,S Davidson St,East,300,c9f6b79e-af6b-44f5-af42-bb2fd8911207
1449347.03273101,540829.353356004,3420,255,Operational,35.2219770421662,-80.8438995675331,S Brevard St,West,400,3e4f150b-bf2e-4691-b473-b389dd357889
1450865.216481,543109.139606014,3421,,Operational,35.2283174393598,-80.8389583911497,N College St,East,300,657610b4-c90f-4581-8d3e-36ed497269b3
1451617.696481,544145.657731012,3422,091,Operational,35.2312032323252,-80.8365032483665,Phifer Av,South,100,40d9d6f9-0c8e-4506-95f8-152c673843f7
1447020.20585601,545469.500856012,3423,,Operational,35.2346054132706,-80.851979144494,W Trade St,North,900,d47f6ae4-09b6-4caa-bf28-35c93ec29637
1448167.293356,541571.122731,3424,2092,Pay Station,,,S Tryon St,West,400,4ba7d66e-6f22-4241-b38e-9a879abd5b4d
1449727.759606,543246.617731005,3425,,Operational,35.2286371654297,-80.8427752107557,W 5th St,South,100,9dfa4611-5706-4c1d-8017-cf78f177ec22
1449908.246481,543046.662106007,3426,,Operational,35.2280970520699,-80.8421585026414,W 5th St,South,100,63a683fd-82ae-4e1d-bb3d-0a449509d227
1447706.68648101,542908.116481006,3427,2374,Operational,,,W Martin Luther King Jr Bv,South,400,fe84214f-9b58-4da4-aaa4-dbffe5139800
1451529.89898101,540732.452731013,3428,458,Operational,35.2218220160209,-80.8365857575639,E Trade St,North,700,5837cd78-eade-4c2b-9c90-edb2e3759525
1454758.67585601,538085.754606009,3429,,Operational,35.2147146259809,-80.8256134767397,Travis Av,West,200,27908699-b13c-41e0-9559-8f74bfb75141
1451578.31585601,541327.254606009,3430,443,Operational,35.2234585171862,-80.8364605097423,E 5th St,North,600,55123aa3-6e77-43fa-af6f-81cac6b89231
1448182.62335601,541526.121481001,3431,512,Operational,,,S Tryon St,East,500,7cc8732b-dad7-4719-aac2-b53e23eb8650
1453960.22398101,538191.50273101,3432,,Operational,35.2149647645103,-80.8282928229917,Elizabeth Av,South,1400,c27b88e6-d1bf-4d71-9e92-31ce3d31b7ac
1454399.275856,537818.336481005,3433,,Operational,35.2139618067387,-80.8268000969525,Elizabeth Av,North,1500,acad353f-f7ee-4648-b150-92f10bfc097c
1448973.68023101,540530.918356001,3434,279,Operational,35.2211381224199,-80.8451309040057,S Brevard St,West,400,d3197bd9-81c2-4716-8e78-5247fcd9721d
1447745.71148101,541775.702106014,3435,2176,Operational,,,S Church,East,500,1349e201-1a26-4522-b2dd-1bdd22d3a447
1451766.28523101,543952.262106001,3436,099,Operational,35.2306794879755,-80.8359937687398,Phifer Av,South,100,1f3cdc11-95f1-4c43-ab17-7c1b2b03608e
1450053.45460601,541401.058981001,3437,,Operational,,,Brevard St,Right,,8c778520-342d-40d9-9a9e-16eb2e84f69c
1451928.49898101,542887.887731001,3438,,Operational,,,N Brevard St,East,500,a3ef7d55-32c3-43a5-8a81-60d33fea620d
1447540.67148101,545472.537106007,3439,,Operational,35.2346404195572,-80.8502366515941,W 5th St,South,800,feb707b5-0993-4036-8b39-3916625b9888
1449206.95960601,543834.163981006,3440,,Operational,35.2302246940155,-80.8445554429445,W 5th St,South,300,8f761c2d-35af-45a2-b3a3-3d988c8da891
1449754.05085601,540315.848981008,3441,363,Operational,,,E Martin Luther King Jr Bv,South,500,41b45d71-4a4a-439e-8e04-1cff433fd464
1451139.63085601,539741.450231001,3442,500,Pay Station,35.2190796880146,-80.8378308672613,E 3rd St,South,600,efe27409-19f2-4084-a818-6fd9463a76cd
1449256.884606,540756.082731009,3443,261,Operational,35.2217711523328,-80.8441968078107,S Brevard St,West,400,c419c2bf-70f5-4653-b6c5-5ff115cba143
1447331.53710601,545746.644606009,3444,,Operational,35.2353827327602,-80.8509540142891,W 5th St,North,900,5d83161c-90d2-4583-a9b5-a0417c99cbce
1451493.72460601,544297.912731007,3445,2019,Operational,,,N Tryon St,West,600,fbc24c1a-af6e-4428-b4a8-54aac25228ed
1449024.14773101,544592.430231005,3446,,Operational,35.2322984629582,-80.8452147179688,W 6th St,South,500,1a37b051-2ac1-4b6a-a40a-5a4e5812b1c2
1450107.92710601,543143.372106001,3447,2057,Pay Station,,,N Tryon St,West,200,8945ec13-4337-465f-b05c-2da8a3ede28a
1448406.91398101,543130.215856001,3448,,Operational,35.2282499395444,-80.847190242637,S Mint St,East,200,f71beb0e-fbf7-46b6-89a7-2cd7c253830d
1447547.99210601,544978.432106003,3449,,Operational,35.2332833947242,-80.8501813014535,W Trade St,North,800,876138c3-4e49-4f33-832a-94c666bf2189
1450770.79648101,543032.62773101,3450,,Operational,35.228102440059,-80.8392697684362,N College St,East,300,12e029ef-e5a5-44e6-9de4-92f7c71d2619
1447509.44273101,545573.802731007,3451,,Operational,35.2349170160601,-80.8503475361204,W 5th St,North,800,64ac6e1b-c4eb-4a00-87c5-d1902e647232
1448509.68023101,544455.241481006,3452,,Operational,35.2318952930164,-80.846928722037,Wilkes Pl,East,100,d9e54697-3060-4d3f-a009-13d9349e5d15
1450227.401481,540370.170231014,3453,370,Pay Station,35.2207604674461,-80.8409237572399,S Davidson St,East,300,5e2c5523-8d13-44c0-a7cb-9deb3606ccfa
1451624.805856,544198.37835601,3454,103,Operational,35.2313484276294,-80.8364827108129,Phifer Av,North,100,3a2aeb2e-db66-45b3-abf0-735989416fc0
1451948.05523101,542710.529606014,3455,,Operational,,,N Brevard St,South,400,f1b28c37-c839-4cc0-9cc9-c6af47b69a38
1450432.40585601,541637.605856001,3456,244,Operational,35.2242528084962,-80.8403161223923,S Brevard St,East,100,a9fde4dd-8a7f-4ac0-aa1f-f0d6b3d7fbbb
1447910.040856,544633.803356007,3457,,Pay Station,35.2323551676718,-80.8489475734144,W Trade St,North,600,a37f1382-8b19-47fb-9bb7-2610c67debd2
1448836.33523101,542320.335856006,3458,,Operational,35.2260469875826,-80.8457020959596,W 3rd St,North,100,359e0b74-ba58-4952-b01e-3ae76adf7bf3
1446575.667106,545862.137731001,3459,2608,Operational,,,N Sycamore St,East,100,ccb146d9-7470-4c8f-a0d9-caaa4d967c68
1448870.58023101,543231.921481013,3460,2268,Operational,,,S Poplar St,East,100,e286234e-7a33-4110-801b-79cf7d169a0d
1451733.21773101,541168.17460601,3461,454,Operational,35.2230293647237,-80.8359320684043,E 5th St,North,600,6b56cf07-ba50-40c1-b772-249028944d98
1451752.29960601,542744.677731007,3462,,Operational,,,N Brevard St,East,400,0e06019f-856a-46e9-99fd-001947034159
1450574.97335601,540365.732731014,3463,468,Pay Station,35.2207659804626,-80.8397598975794,E 3rd St,South,600,de976541-038a-4a1a-8262-201cf480b433
1451683.42273101,542689.442731008,3464,,Operational,,,N Brevard St,East,400,48d3f932-2e43-4644-8d3e-59ca016a07aa
1447756.65898101,544790.489606008,3465,,Pay Station,35.2327777643632,-80.8494709051663,W Trade St,North,600,992927df-1345-4cee-880f-3417ad5af6a0
1454200.62648101,538017.480856001,3466,,Operational,35.2144988522682,-80.8274773452434,Elizabeth Av,North,1500,f8308e98-c4ba-45d3-a73d-b6f430cc5d7c
1448426.55023101,542773.233356014,3467,,Operational,35.2272702435722,-80.8471022580083,W 3rd St,North,200,7ef95e12-4862-40cd-96d0-d44a5af47577
1447494.06773101,545028.651481003,3468,,Pay Station,35.2334185953644,-80.8503649888459,W Trade St,North,800,67741c8d-939a-4c81-9957-cce81cd93022
1451061.34648101,543873.857731014,3469,025,Operational,35.230372026534,-80.838378736794,N Tryon St,East,400,51c0f146-2b96-4934-b19f-434ed3346c8a
1449419.463981,542580.935231,3470,2066,Pay Station,,,S Tryon St,West,100,d31051fb-d53a-40f5-b103-ff6868eb7caf
1454575.32648101,537640.263981014,3471,,Operational,35.2134815040282,-80.826199803739,Elizabeth Av,North,1600,edc755c9-01b9-474c-848b-41809cc1428d
1447414.78460601,545665.427731007,3472,,Operational,35.2351638791017,-80.8506702025293,W 5th St,North,900,b2137fd1-6027-4c00-979b-e15f2836b735
1447187.37648101,545799.435856014,3473,,Operational,35.2355203740586,-80.8514400109547,W 5th St,South,900,826a04da-e44e-44a3-9ccd-a4ceb20c199f
1449220.11523101,541908.665856004,3474,2674,Operational,,,E 3rd St,North,100,417ef39c-b533-47b8-826b-8029aaac6790
1447607.308356,545411.297731012,3475,,Operational,35.2344755956536,-80.8500097085445,W 5th St,South,800,13a9fb92-f13f-4104-bf3c-7ddb4d6e4924
1454137.50398101,538083.994606003,3476,,Operational,35.2146783865346,-80.8276927477582,Elizabeth Av,North,1500,f5deee78-cf8a-4eba-901c-a86647abcaf3
1447355.902106,545643.092731014,3477,,Operational,35.2350995044714,-80.8508659664544,W 5th St,South,900,76da9e0c-a9b0-4677-b64d-c8d51c9d7244
1448829.262106,542327.618981004,3478,,Operational,35.2260666344201,-80.8457262299522,W 3rd St,North,100,32b73893-5296-4af1-9946-f5698070f0de
1448744.55398101,542033.03460601,3479,2080,Pay Station,,,S Tryon St,West,300,06270c6c-e212-4e7f-a187-09148f792c82
1447071.48710601,545423.576481014,3480,,Operational,35.2344818788116,-80.8518045700378,W Trade St,North,900,b9b6a3e0-41d9-4e40-be1c-10c604fa729e
1449631.699606,540982.710856006,3481,252,Operational,35.2224128694202,-80.8429560924596,S Brevard St,East,300,b94dff5d-7107-492e-9da5-ce5bb248f8b1
1448569.03960601,542977.58085601,3482,,Operational,35.2278389091438,-80.8466379297464,S Poplar St,East,200,2289db31-b654-432f-bd5c-ee9296a5568c
1450058.55148101,540003.687106013,3483,525,Operational,35.2197450608062,-80.8414662633655,E Martin Luther King Jr Bv,North,600,1e76ffb3-72fa-4472-86eb-b4fcedc8d94f
1450229.996481,543191.715856001,3484,,Pay Station,35.2285511496026,-80.8410369434254,N Tryon St,East,200,108d206c-f8e8-4c58-a592-5ce2d382f81e
1449121.00460601,542280.584606007,3485,062,Pay Station,,,S Tryon St,East,200,c0ee9f19-03c5-4bf2-b4ca-d58bcc8ba94b
1450426.53273101,543134.67523101,3486,,Operational,35.2283652541048,-80.8404287166777,E 6th St,South,100,4c79ec79-2de4-474e-80dc-d5797fe83318
1446960.50023101,545427.338981003,3487,,Operational,35.2344865261775,-80.8521764233406,W Trade St,South,900,5707d498-4311-4af9-96d4-6110430176fd
1445609.51898101,537616.913981006,3488,,Operational,35.2129604650115,-80.8562108648272,South Bv,East,1600,f581ee48-a44d-40d7-a028-bdf84a823048
1451887.30523101,542900.665231004,3489,194,Operational,,,N Brevard St,West,500,cd4c59c8-4528-49cf-b4d8-8811bd9488a3
1451608.83523101,541294.988356009,3490,445,Operational,35.2233714265233,-80.8363563365058,E 5th St,North,600,bf87e09f-c9a3-4f71-9940-00e55e429a0c
1451720.244606,541181.146481007,3491,453,Operational,35.2230643418538,-80.8359763037238,E 5th St,North,600,a3af02c5-6074-4c98-a71f-c0880d67b6e4
