X,Y,OBJECTID,METER_NUMBER,METER_TYPE,RateTimeLimits,Status,HC_METER,BIKERACK,DUAL_HEAD,MOTORCYCLE_METER,COMMENTS,strSegmentID,AssetID,GlobalID,StreetAddress
653219.371,890415.165,1,001-15,SSCCM,$1.50/hr 5hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{EB2A9623-6AF6-47CA-AB73-4A0908C31CDC},34 S 3RD ST
653219.7182,890392.1475,2,001-16,SSCCM,$1.50/hr 5hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{422A9C3C-421B-48F1-8EB7-BCBF6BCD93AF},38 S 3RD ST
653219.371,890348.0225,4,001-18,SSCCM,$1.50/hr 5hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{B45FF40E-3832-4093-94AE-CD2913BB486C},44 S 3RD ST
653219.0238,890325.699,5,001-19,SSCCM,$1.50/hr 5hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{F878FC84-E428-421A-98D2-2BCE489D0F40},48 S 3RD ST
653219.0238,890303.8968,6,001-20,SSCCM,$1.50/hr 5hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{EE70B934-6054-41B2-AAF6-AF8F540814E9},52 S 3RD ST
653219.0238,890281.7472,7,001-21,SSCCM,$1.50/hr 5hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{08B4635F-E6F0-49A4-BA5B-3EC4CFE060B4},56 S 3RD ST
653219.371,890259.771,8,001-22,SSCCM,$1.50/hr 5hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{D9B456EC-E75F-475A-8F5D-920DE0B8CC1D},60 S 3RD ST
653219.0238,890238.663,9,001-23,SSCCM,$1.50/hr 5hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{FB86D042-A26E-47E4-9BCD-2E84F1AEF119},64 S 3RD ST
653218.6768,890216.504,10,001-24,SSCCM,$1.50/hr 5hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{E2596DA7-3686-44AB-A94D-F1EA77D8F721},68 S 3RD ST
653219.371,890194.3607,11,001-25,SSCCM,$1.50/hr 5hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{6122DFA6-0201-41A5-9195-D0A94FB91D97},72 S 3RD ST
653219.7182,890172.1498,12,001-26,SSCCM,$1.50/hr 5hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{C00CEC7C-45D9-42EA-80B3-2D8536A34A33},76 S 3RD ST
653078.369,890077.0543,13,001-34,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{34833169-DD00-4295-BED8-0F42F75636F9},254 E JEFFERSON ST
653057.5967,890085.778,14,001-35,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{AA30C270-FC56-44BB-975E-5A8810459423},248 E JEFFERSON ST
653036.1555,890094.9452,15,001-36,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{AF974FF2-C01D-4A9F-8E08-CD33A5EA06AC},242 E JEFFERSON ST
653014.867,890103.4232,16,001-37,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{D6B4AB48-DDFC-45C1-8A3D-93ACF70A570C},236 E JEFFERSON ST
652505.032,896465.8768,17,1-Sep,SSDM,$1.00/hr 2hr 8A-10P Mon-Fri,Active,N,N,N,N,,,,{7F5D93E4-DC9C-44C3-9CEC-386771997FB7},1413 N 1ST ST
652508.372,896775.038,18,14-Sep,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{97667490-C56B-4C16-8F40-1481F63209B3},1531 N 1ST ST
652508.1638,896774.6922,19,14-Sep,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{4E265E75-6B12-4B42-9105-9C95E3BE4E4B},1531 N 1ST ST
652509.9158,896802.872,20,15-Sep,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{337BA459-9A9D-4269-8F4F-D8D6DCA0FD96},1541 N 1ST ST
652425.102,896469.7298,21,18-Sep,SSDM,$1.00/hr 2hr 8A-10P Mon-Fri,Active,N,N,N,N,,,,{40C5EA11-5975-4F85-87AF-F886191772BC},1414 N 1ST ST
652425.3753,896450.3607,22,19-Sep,SSDM,$1.00/hr 2hr 8A-10P Mon-Fri,Active,N,N,N,N,,,,{E8A7CF8A-A871-4935-AB36-EC422CE84589},1406 N 1ST ST
652505.5888,896490.2163,23,2-Sep,SSDM,$1.00/hr 2hr 8A-10P Mon-Fri,Active,N,N,N,N,,,,{D0307EAE-1154-4728-A5F8-124913F34E88},1423 N 1ST ST
653180.6685,891408.1275,24,15-Oct,SSCCM,Loading Zone 4hr Max,Active,N,N,N,N,,,,{6C237F8A-3C53-4028-B8EB-1AE6DBFA6D95},291 E MONROE ST
653215.6748,891320.6613,25,18-Oct,SSCCM,$1.50/hr 2hr max 8A-10P Mon-Sun,Active,N,Y,N,N,,,,{C78D7549-EC1D-4AA0-A336-76E084AFF8E8},188 N 3RD ST
652419.9347,892462.0755,26,102-14,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{54DA799D-99D7-4E22-8AB9-5101C2DDDFB7},480 N 1ST ST
652420.0648,892453.1175,27,102-15,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{9E557244-C09B-4302-85F4-9D63DDF39C28},476 N 1ST ST
652419.8045,892433.4025,28,102-16,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{995A7F39-AA05-4C00-90D6-AF2736E1ECB9},470 N 1ST ST
652419.6742,892425.8205,29,102-17,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{5313B9EB-E430-4767-91EA-70110BE4A995},468 N 1ST ST
652419.6742,892378.2568,30,102-18,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{00419989-EA67-493A-874D-94A32293D92A},454 N 1ST ST
652419.6742,892370.9605,31,102-19,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{35A28A0F-EF94-47F3-B725-A69735FD61A7},452 N 1ST ST
653215.866,891219.4535,32,22-Oct,SSCCM,"$1.50/hr 30min 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{CE045DE0-AFE4-4BEF-8A42-B76DA000062E},156 N 3RD ST
652420.3253,892349.1758,33,102-20,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{C2E63FB0-5900-4430-85C9-363680D74EB3},444 N 1ST ST
652420.3253,892342.4688,34,102-21,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{4561D05F-F8C8-4FCF-B095-310C5614DDD4},442 N 1ST ST
652420.2385,892324.461,35,102-22,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,N,N,,,,{25DBE20B-1473-4066-BEE2-0CEDE7729320},438 N 1ST ST
652419.544,892279.139,36,102-23,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,Y,N,N,,,,{2878E342-72A0-45C1-BB39-B86C2472F66E},424 N 1ST ST
652419.7175,892272.2568,37,102-24,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,Y,N,N,,,,{30EC4217-BEF0-4B6D-87AD-1147776F5911},422 N 1ST ST
652419.8912,892252.2022,38,102-25,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,Y,N,N,,,,{436669E5-A8FB-4D8B-BE46-108FC108A4D4},416 N 1ST ST
652419.8912,892245.0667,39,102-26,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,Y,N,N,,,,{D5A90BFC-3E5D-4412-B8AB-3478F9BF3A4A},414 N 1ST ST
653215.9112,891192.4017,40,23-Oct,SSCCM,"$1.50/hr 30min 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{1839DDF0-9316-407A-847A-E3B8F43E7E2B},148 N 3RD ST
652216.6352,892186.5492,41,102-47,SSCCM,Loading Zone 2hr Max,Active,N,Y,N,N,,,,{BBD1E8E8-09AC-405A-9A76-098E37CF6765},34 E POLK ST
652192.5468,892186.5492,42,102-48,SSCCM,Loading Zone 2hr Max,Active,N,N,N,N,,,,{5CD535E3-4FD5-48C9-980E-345438FC868D},28 E POLK ST
652328.5952,892901.8062,43,103-11,SSCCM,"ASU $1.50/hr 1hr 8A-4P Mon-Thur, 8a-10p Fri-Sun & 6hr 4P-10P Mon-Thur",Active,N,N,N,N,,,,{258D7509-3096-4679-A083-A3D060DB475F},69 E FILLMORE ST
652351.095,892901.2823,44,103-12,SSCCM,"ASU $1.50/hr 1hr 8A-4P Mon-Thur, 8a-10p Fri-Sun & 6hr 4P-10P Mon-Thur",Active,N,N,N,N,,,,{70D5D91E-DB40-42DB-B789-B1304C22C3E2},77 E FILLMORE ST
652370.071,892901.2942,45,103-13,SSCCM,"ASU $1.50/hr 1hr 8A-4P Mon-Thur, 8a-10p Fri-Sun & 6hr 4P-10P Mon-Thur",Active,N,N,N,N,,,,{EA89B372-6A61-4FD8-9A19-E02E04702A76},83 E FILLMORE ST
652420.4545,892808.4017,46,103-17,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{AD05B25C-E6BC-48A6-8650-99B43BF3AD70},568 N 1ST ST
652420.5848,892802.0455,47,103-18,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{07161F2C-1B60-4F84-8F30-12F818A72067},566 N 1ST ST
652420.1073,892779.67,48,103-19,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{0C9FB75B-6876-42A3-826E-E0B4C7478F96},560 N 1ST ST
652420.4545,892774.395,49,103-20,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{99744CA4-E0DE-4F79-8991-CCEEA1C01ACE},558 N 1ST ST
652166.4048,893280.4913,50,104-1,SSCCM,$1.50/hr 2hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{1B0C0384-3ECE-407A-BC8C-D70519B862DE},19 E PIERCE ST
652350.8198,893289.508,51,104-10,SSCCM,$1.50/hr 2hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{7834EF1F-1D65-4BC5-97B7-8427F6D5479F},77 E PIERCE ST
652372.9977,893289.7467,52,104-11,SSCCM,$1.50/hr 2hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{3DC001C5-8193-4C25-9ECB-66B4F555ACEE},83 E PIERCE ST
652396.9885,893289.2942,53,104-12,SSCCM,$1.50/hr 2hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{6FCDC8D4-01DA-4EE1-9544-9CC8BDF8E78B},91 E PIERCE ST
652421.1783,893211.5857,54,104-18,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,N,N,,,,{9BE5D2CF-01C2-47EC-952C-BFAAF5347906},676 N 1ST ST
652421.4035,893189.5143,55,104-19,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{105DB28C-5572-4161-8DC5-E24EA1CB57FD},670 N 1ST ST
652190.0515,893280.4435,56,104-2,SSCCM,$1.50/hr 2hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{B39019D7-238A-4156-A1D5-0DD9D8093FF7},27 E PIERCE ST
652421.628,893170.828,57,104-20,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{FFE0BD33-DE5E-4B34-A1F5-6C94DACEDED6},664 N 1ST ST
652422.4678,893150.6948,58,104-21,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{D55D0BE4-F0BC-47C4-8FF5-C2DA4B08736B},658 N 1ST ST
652423.8565,893133.3335,59,104-22,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{E13C9FCD-0ED3-4DB8-9A6E-B8C320E7E8CF},652 N 1ST ST
652421.4185,893111.864,60,104-23,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{7F4BF57C-60D1-4691-A255-C94F16B75A8E},646 N 1ST ST
652421.7732,893086.1112,61,104-24,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{3BFA6810-094A-41A5-AAEE-F539DEFE7BF7},636 N 1ST ST
652421.123,893060.3652,62,104-25,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{01724502-8484-419C-9870-49214715DF88},628 N 1ST ST
652421.087,893042.981,63,104-26,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,Y,N,,,,{7DC65FEB-EE97-4F0F-9B28-4AAF9E96DD99},624 N 1ST ST
652421.7732,893021.528,64,104-27,SSCCM,"ASU $1.50/hr 2hr Max 8A-4P Mon-Thur, 8A-10P Fri-Sun & 6hr Max 4P-10P Mon-Thur",Active,N,N,N,N,,,,{CAEFF5F0-38B5-498E-86B7-28587D7DD6D0},616 N 1ST ST
652421.7732,893002.0835,65,104-28,SSCCM,$1.50/hr 4hr max 8A-10P Mon-Sun-ADA,Active,Y,N,N,N,,,,{90B3AF28-468A-4776-A94C-FFECA81238A9},610 N 1ST ST
652350.8428,892964.586,66,104-29,SSCCM,"ASU $1.50/hr 1hr 8A-4P Mon-Thur, 8a-10p Fri-Sun & 6hr 4P-10P Mon-Thur",Active,N,N,N,N,,,,{3BF40970-845A-49D8-AEBB-53930F016DCD},76 E FILLMORE ST
652866.668,891172.9415,67,Oct-43,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,Y,N,N,,,,{434B87A4-F83A-4399-8775-2641C713F17C},129 N 2ND ST
652211.747,893280.27,68,104-3,SSCCM,$1.50/hr 2hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{EA7134FD-4110-4D9B-9602-40FDB17C0BAA},33 E PIERCE ST
652328.7343,892964.9693,69,104-30,SSCCM,"ASU $1.50/hr 1hr 8A-4P Mon-Thur, 8a-10p Fri-Sun & 6hr 4P-10P Mon-Thur",Active,N,N,N,N,,,,{683A0111-4296-41BC-BC94-F06BE99BF842},68 E FILLMORE ST
652306.973,892965.0042,70,104-31,SSCCM,"ASU $1.50/hr 1hr 8A-4P Mon-Thur, 8a-10p Fri-Sun & 6hr 4P-10P Mon-Thur",Active,N,N,N,N,,,,{0BAB4AB7-E7D8-4B86-8B6E-8E783AE8F88F},62 E FILLMORE ST
652285.6467,892964.8658,71,104-32,SSCCM,"ASU $1.50/hr 1hr 8A-4P Mon-Thur, 8a-10p Fri-Sun & 6hr 4P-10P Mon-Thur",Active,N,N,N,N,,,,{53F7427B-FC38-4E40-A618-5F39437C416E},56 E FILLMORE ST
652215.3612,892965.682,72,104-35,SSCCM,"ASU $1.50/hr 1hr 8A-4P Mon-Thur, 8a-10p Fri-Sun & 6hr 4P-10P Mon-Thur",Active,N,N,N,N,,,,{0D8EB4B1-2D64-4FB6-BD61-2C33EDDE6216},34 E FILLMORE ST
652192.5582,892966.151,73,104-36,SSCCM,"ASU $1.50/hr 1hr 8A-4P Mon-Thur, 8a-10p Fri-Sun & 6hr 4P-10P Mon-Thur",Active,N,N,N,N,,,,{53C0D536-C722-4A5F-B4F2-1CD4341BC6DD},26 E FILLMORE ST
652171.4925,892966.5342,74,104-37,SSCCM,"ASU $1.50/hr 1hr 8A-4P Mon-Thur, 8a-10p Fri-Sun & 6hr 4P-10P Mon-Thur",Active,N,N,N,N,,,,{13D396E9-C2CE-49DC-A5A4-C3E5DBD360B7},20 E FILLMORE ST
652147.2138,892967.09,75,104-38,SSCCM,"ASU $1.50/hr 1hr 8A-4P Mon-Thur, 8a-10p Fri-Sun & 6hr 4P-10P Mon-Thur",Active,N,N,N,N,,,,{4C881589-0F18-444C-AACD-BA3E550ACFEB},12 E FILLMORE ST
652228.6583,893279.73,76,104-4,SSCCM,$1.50/hr 2hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{F02C1516-AC8C-42CA-9387-399D0D86212F},39 E PIERCE ST
652866.486,891205.9813,77,Oct-45,SSCCM,"$1.50/hr 30min 8A-5P, 4HR 5P-10P",Active,N,Y,N,N,,,,{19AAD6CF-23CD-4D05-800C-2BE3A8001DE0},139 N 2ND ST
652866.353,891230.09,78,Oct-46,SSCCM,"$1.50/hr 30min 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{30CB5833-5BF1-4C3B-9973-93F8D49F60C0},147 N 2ND ST
652866.437,891261.9743,79,Oct-47,SSCCM,"$1.50/hr 30min 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{BBE6E54B-16F7-4DD5-89A5-E7EF925A7971},157 N 2ND ST
652329.3892,893289.401,80,104-9,SSCCM,$1.50/hr 2hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{D7F127D1-CC0F-41C3-8868-E65406DE3FBC},69 E PIERCE ST
652352.5613,893673.8645,81,105-10,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{F1C1D972-1988-4399-9418-9FA55E328419},79 E MCKINLEY ST
652374.4363,893673.9948,82,105-11,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{8E299ADF-26C8-4E77-BC06-169CA3C9F2F0},87 E MCKINLEY ST
652391.3635,893673.8645,83,105-12,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{62F0F756-31FD-4619-A7E0-AD1F6621A16C},91 E MCKINLEY ST
652420.6363,893625.4545,84,105-15,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{C35E809C-8EFC-4E65-A1E7-C207B6064547},788 N 1ST ST
652421.0393,893604.4393,85,105-16,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,,,,{94FD4B30-C9CC-4574-ADEF-B62A0110B721},782 N 1ST ST
652420.8348,893584.2065,86,105-17,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,,,,{9539D55B-2949-4752-AEBC-A5A8492A0B4B},776 N 1ST ST
652421.1508,893568.6605,87,105-18,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,,,,{B5160988-2AE9-46E6-A146-CAD0200BD52B},770 N 1ST ST
652420.9462,893547.0377,88,105-19,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,,,,{633F8098-3BD9-452D-982F-0BD7ECF52FBD},764 N 1ST ST
652192.8088,893675.3912,89,105-2,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{70331C76-270E-4AB8-B423-5B011E6410FF},31 E MCKINLEY ST
652421.4768,893517.4105,90,105-20,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,,,,{99E811FA-59DE-4359-A5CE-F795FDE64BA7},754 N 1ST ST
652421.273,893496.136,91,105-21,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,,,,{2C3313C6-B6A7-4504-B774-31A58E186422},746 N 1ST ST
652421.241,893474.3397,92,105-22,SSCCM,$1.50/hr 4hr max 8A-10P Mon-Sun-ADA,Active,Y,N,N,N,,,,{51976BC4-0108-445E-8C03-CE3F3C0FE5F2},740 N 1ST ST
652421.111,893411.6507,93,105-25,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,,,,{00F853C3-3DDE-4BC8-AD18-6DBA3605A56E},720 N 1ST ST
652421.4002,893395.872,94,105-26,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,,,,{02A65898-C0F8-4B25-8E3C-C5505DE3476A},714 N 1ST ST
652420.991,893379.4525,95,105-27,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,Y,N,N,,,,{4953BB8C-1D7F-4150-91F8-58166C96EBF1},708 N 1ST ST
652379.4308,893336.1098,96,105-28,SSCCM,$1.50/hr 2hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{38792C17-37C2-4138-B0B8-0EEA4711B97C},84 E PIERCE ST
652355.665,893336.3308,97,105-29,SSCCM,$1.50/hr 2hr max 8A-10P Mon-Sun,Active,N,N,N,N,,,,{4AD2B833-060C-4E55-A58B-E90EA445E0CE},78 E PIERCE ST
652214.2932,893674.7402,98,105-3,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{7A782D13-0CFF-42C1-B5BB-42E4F0175898},37 E MCKINLEY ST
652229.5275,893675.3912,99,105-4,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{107A0B08-D41D-49C8-9D5F-6F78E6E0E0E2},41 E MCKINLEY ST
652308.9545,893675.131,100,105-8,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{64FB89CF-942C-4E57-9B54-6A355D234539},65 E MCKINLEY ST
652330.8295,893674.61,101,105-9,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{00D18EBA-2F6B-44CB-BA6F-21C38D542AB2},73 E MCKINLEY ST
652320.4755,894053.8488,102,106-10,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{B963F385-4B6B-4AD1-816C-A277038DE947},67 E GARFIELD ST
652336.9685,894054.0222,103,106-11,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{03F7DA9E-007E-46D5-91A2-E8EE48482642},73 E GARFIELD ST
652421.9915,894003.667,104,106-15,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,Active as of 7/14/21 SV,,,{5AF790B7-6E52-495F-8353-E800A84DEDED},888 N 1ST ST
652421.6568,893994.0675,105,106-16,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,Active as of 7/14/21 SV,,,{B7CB5C21-470E-4E88-A7EC-B8F2C9DE0859},886 N 1ST ST
652421.451,893983.2093,106,106-17,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,Active as of 7/14/21 SV,,,{5357004E-BD51-48CB-9523-4348A2C1561F},882 N 1ST ST
652421.42,893959.417,107,106-18,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,Active as of 7/14/21 SV,,,{2C456933-310D-4E09-9CB3-91583CDA8C0D},874 N 1ST ST
652421.172,893949.513,108,106-19,SSCCM,$1.50/hr 4hr max 8A-10P Mon-Sun-ADA,Active,N,N,Y,N,Active as of 7/14/21 SV,,,{B8163F5C-405D-454F-909A-FC787D76DE57},870 N 1ST ST
652141.786,894043.0372,109,106-2,SSDM,$1.00/hr 2hr 8A-10P Mon-Fri,Active,N,N,N,N,,,,{D030F94F-B3D9-4B1A-8EA4-9DFE460BCF73},11 E GARFIELD ST
652376.4372,893898.9958,112,106-25,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{35CAE9BF-71B9-4BA1-BCC3-AC68512B0E74},854 N 1ST ST
652376.4115,893881.8972,113,106-26,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{D2751CE0-DB0C-4580-83EB-27D9FBB4A0C2},848 N 1ST ST
652375.569,893865.6142,114,106-27,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,N,N,,,,{B7779FF0-ADAB-4E05-B374-27B68544278D},844 N 1ST ST
652422.0758,893865.1838,115,106-28,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,Active as of 7/14/21 SV,,,{E9E03884-FD66-4FED-8CE5-220DD35960E5},844 N 1ST ST
652421.697,893851.634,116,106-29,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,Active as of 7/14/21 SV,,,{13387FDC-4DC1-464C-AC17-7FC55BE4BBC8},840 N 1ST ST
652168.886,894043.0023,117,106-3,SSDM,$1.00/hr 2hr 8A-10P Mon-Fri,Active,N,N,N,N,,,,{FFAD3966-62F4-4436-98DC-F68DC0700F96},19 E GARFIELD ST
652421.7978,893841.1648,118,106-30,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,Active as of 7/14/21 SV,,,{CF517A85-927A-4BE2-AF45-3780B50D141C},836 N 1ST ST
652421.6368,893829.6547,119,106-31,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,Active as of 7/14/21 SV,,,{761CED01-C8D2-44EF-893A-6A9A64D7576C},832 N 1ST ST
652421.337,893807.4328,120,106-32,SSCCM,"$1.50/hr 2hr 8A-5P, 4HR 5P-10P",Active,N,N,Y,N,Active as of 7/14/21 SV,,,{FF499FBB-BC4C-4F41-8701-92ED28C27D1A},824 N 1ST ST
