City,Street Address,Rate
New York City,Hudson Street,5.375
New York City,2 Avenue,5.375
New York City,1 Avenue,5.375
New York City,Park Avenue South,0.0
New York City,East 22 Street,0.0
New York City,Broadway,6.0
New York City,East 19 Street,5.375
New York City,Irving Place,5.375
New York City,East 18 Street,5.375
New York City,Greenwich Avenue,5.375
New York City,Waverly Place,5.375
New York City,2 Avenue,5.375
New York City,East 9 Street,5.375
New York City,West 18 Street,0.0
New York City,West 17 Street,0.0
New York City,2 Avenue,5.375
New York City,Avenue of the Americas,0.0
New York City,West 28 Street,0.0
New York City,Broadway,5.25
New York City,2 Avenue,0.0
New York City,East 27 Street,5.375
New York City,Park Avenue,0.0
New York City,Delancey Street,5.375
New York City,Suffolk Street,5.375
New York City,Castleton Avenue,1.625
New York City,Pelton Avenue,1.625
New York City,Forest Avenue,1.625
New York City,Bay 19 Street,2.0
New York City,East 19 Street,2.0
New York City,Bath Avenue,1.625
New York City,Coney Island Avenue,1.625
New York City,5 Avenue,1.625
New York City,Avenue X,1.625
New York City,Brighton 1 Street,2.0
New York City,McDonald Avenue,1.625
New York City,Brighton 4 Street,2.0
New York City,Neptune Avenue,1.625
New York City,18 Avenue,1.625
New York City,McDonald Avenue,1.625
New York City,20 Avenue,1.625
New York City,Kings Highway,1.625
New York City,61 Street,1.625
New York City,Brighton 1 Place,2.0
New York City,16 Avenue,1.625
New York City,East 19 Street,1.625
New York City,Cropsey Avenue,1.625
New York City,McDonald Avenue,1.625
New York City,East 26 Street,1.625
New York City,Bedford Avenue,2.0
New York City,Cortelyou Road,1.625
New York City,Greenpoint Avenue,2.0
New York City,Manhattan Avenue,2.0
New York City,Metropolitan Avenue,1.625
New York City,Crosby Avenue,1.625
New York City,Arthur Avenue,2.0
New York City,Westchester Avenue,1.625
New York City,Allerton Avenue,1.625
New York City,East Tremont Avenue,2.0
New York City,Williamsbridge Road,2.0
New York City,Williamsbridge Road,1.625
New York City,31 Street,1.25
New York City,Van Dam Street,1.625
New York City,50 Street,1.625
New York City,34 Avenue,1.625
New York City,41 Street,1.625
New York City,Broadway,2.0
New York City,Flushing Avenue,1.625
New York City,Roosevelt Avenue,2.0
New York City,Woodside Avenue,2.0
New York City,Hempstead Avenue,1.625
New York City,Merrick Boulevard,1.625
New York City,Merrick Boulevard,1.625
New York City,Dekalb Avenue,1.625
New York City,4 Avenue,3.0
New York City,Westminster Road,1.625
New York City,East 26 Street,0.0
New York City,Madison Avenue,0.0
New York City,East 27 Street,0.0
New York City,York Avenue,5.375
New York City,7 Avenue,6.0
New York City,West 28 Street,0.0
New York City,8 Avenue,0.0
New York City,West 43 Street,4.5
New York City,3 Avenue,5.375
New York City,8 Avenue,5.375
New York City,Greenwich Avenue,5.375
New York City,West 19 Street,5.375
New York City,8 Avenue,5.375
New York City,East 50 Street,4.5
New York City,Park Avenue,0.0
New York City,Park Avenue South,0.0
New York City,East 18 Street,0.0
New York City,West 30 Street,0.0
New York City,West 31 Street,0.0
New York City,Walker Street,5.375
New York City,York Avenue,5.375
New York City,Madison Avenue,5.375
New York City,Centre Street,5.375
New York City,Hester Street,5.375
New York City,West 16 Street,0.0
New York City,East 13 Street,0.0
New York City,4 Avenue,5.375
New York City,West 55 Street,4.5
New York City,Broadway,5.375
New York City,Columbus Avenue,5.375
New York City,East 24 Street,5.375
New York City,2 Avenue,5.375
New York City,East 25 Street,5.375
New York City,East 32 Street,0.0
New York City,3 Avenue,5.375
New York City,Park Avenue,0.0
New York City,East 64 Street,0.0
New York City,Lexington Avenue,5.375
New York City,East 63 Street,0.0
New York City,5 Avenue,5.375
New York City,Brighton 6 Street,2.0
New York City,84 Street,1.625
New York City,Nostrand Avenue,1.625
New York City,West 6 Street,1.625
New York City,Avenue O,1.625
New York City,20 Avenue,1.625
New York City,Bay Parkway,1.625
New York City,25 Avenue,1.625
New York City,86 Street,1.625
New York City,Bay Ridge Parkway,2.0
New York City,Bay 26 Street,2.0
New York City,86 Street,1.625
New York City,Dooley Street,1.625
New York City,16 Avenue,1.625
New York City,66 Street,1.625
New York City,13 Avenue,1.625
New York City,Gelston Avenue,2.0
New York City,Bay 35 Street,1.625
New York City,Forest Avenue,1.625
New York City,Victory Boulevard,1.625
New York City,West Kingsbridge Road,1.625
New York City,Hughes Avenue,2.0
New York City,Jerome Avenue,1.625
New York City,East Gunhill Road,2.0
New York City,Wythe Place,1.625
New York City,Walton Avenue,1.625
New York City,Skillman Avenue,1.625
New York City,Ditmars Boulevard,2.0
New York City,Crescent Street,1.625
New York City,36 Avenue,1.625
New York City,31 Street,1.625
New York City,Thomson Avenue,2.0
New York City,Court Square,2.0
New York City,Jackson Avenue,2.0
New York City,Skillman Avenue,1.25
New York City,Thomson Avenue,2.0
New York City,Skillman Avenue,1.25
New York City,Sutphin Boulevard,1.625
New York City,Graham Avenue,1.625
New York City,Varet Street,2.0
New York City,West 14 Street,0.0
New York City,1 Avenue,5.375
New York City,East 60 Street,0.0
New York City,West 47 Street,4.5
New York City,West 48 Street,4.5
New York City,West 13 Street,5.375
New York City,Washington Street,5.375
New York City,10 Avenue,5.375
New York City,9 Avenue,5.375
New York City,2 Avenue,5.375
New York City,3 Avenue,5.375
New York City,10 Avenue,5.375
New York City,Little West 12 Street,5.375
New York City,1 Avenue,5.375
New York City,3 Avenue,5.375
New York City,East 67 Street,0.0
New York City,West 35 Street,4.5
New York City,East 20 Street,0.0
New York City,Park Avenue South,0.0
New York City,East 19 Street,0.0
New York City,Avenue A,5.375
New York City,West 17 Street,5.375
New York City,Mercer Street,5.375
New York City,East 8 Street,5.375
New York City,East 46 Street,4.5
New York City,East 11 Street,5.375
New York City,East 10 Street,5.375
New York City,3 Avenue,5.375
New York City,East 38 Street,5.375
New York City,Allen Street,5.375
New York City,Delancey Street,5.375
New York City,6 Avenue,0.0
New York City,West 22 Street,0.0
New York City,West 56 Street,4.5
New York City,Broadway,5.25
New York City,West 55 Street,4.5
New York City,68 Street,1.625
New York City,Coney Island Avenue,1.625
New York City,86 Street,2.0
New York City,East 7 Street,2.0
New York City,Brighton 6 Street,2.0
New York City,East 17 Street,1.75
New York City,Bedford Avenue,1.25
New York City,Bay Ridge Avenue,2.0
New York City,Avenue U,1.625
New York City,13 Avenue,1.625
New York City,Homecrest Avenue,2.0
New York City,East 14 Street,2.0
New York City,Stillwell Avenue,1.625
New York City,Bath Avenue,1.625
New York City,Bay Parkway,1.625
New York City,West 6 Street,1.625
New York City,Bay Parkway,1.625
New York City,Avenue P,1.625
New York City,Brighton 4 Street,2.0
New York City,West Burnside Avenue,1.625
New York City,Jerome Avenue,1.625
New York City,Hull Avenue,1.625
New York City,47 Avenue,1.25
New York City,48 Street,1.625
New York City,43 Avenue,1.625
New York City,Crescent Street,1.625
New York City,27 Street,1.625
New York City,Jackson Avenue,2.0
New York City,Victory Boulevard,2.0
New York City,St. Pauls Avenue,1.5
New York City,Merrick Boulevard,3.0
New York City,101 Avenue,1.625
New York City,Lefferts Boulevard,1.625
New York City,Rockaway Boulevard,1.625
New York City,East 28 Street,1.625
New York City,West 24 Street,0.0
New York City,Avenue of the Americas,0.0
New York City,West 25 Street,0.0
New York City,Allen Street,5.375
New York City,Cooper Square *E,5.375
New York City,2 Avenue,5.375
New York City,9 Avenue,0.0
New York City,Broadway,5.25
New York City,9 Avenue,0.0
New York City,MulBerry Street,5.375
New York City,Canal Street,4.0
New York City,10 Avenue,5.375
New York City,11 Avenue,5.375
New York City,5 Avenue,6.0
New York City,West 46 Street,4.5
New York City,West 45 Street,4.5
New York City,8 Avenue,5.375
New York City,West 17 Street,0.0
New York City,East 19 Street,0.0
New York City,Broadway,6.0
New York City,East 18 Street,0.0
New York City,Broome Street,5.375
New York City,Orchard Street,5.375
New York City,9 Avenue,5.375
New York City,10 Avenue,5.375
New York City,7 Avenue South,5.375
New York City,2 Avenue,5.375
New York City,East 7 Street,5.375
New York City,1 Avenue,5.375
New York City,West 20 Street,0.0
New York City,6 Avenue,0.0
New York City,West 19 Street,0.0
New York City,9 Avenue,5.375
New York City,8 Avenue,5.375
New York City,Essex Street,5.375
New York City,7 Avenue,4.5
New York City,West 51 Street,4.5
New York City,Bath Avenue,1.625
New York City,McDonald Avenue,1.625
New York City,East 16 Street,2.0
New York City,Ft. Hamilton Parkway,1.625
New York City,Jerome Avenue,2.0
New York City,Bath Avenue,1.625
New York City,Avenue P,2.0
New York City,Coney Island Avenue,1.625
New York City,Brighton 2 Street,2.0
New York City,East 16 Street,1.4375
New York City,4 Avenue,1.625
New York City,Sheepshead Bay Road,2.0
New York City,20 Avenue,1.625
New York City,53 Street,1.75
New York City,East 12 Street,1.4375
New York City,4 Avenue,2.0
New York City,East 26 Street,1.625
New York City,70 Street,1.625
New York City,McDonald Avenue,1.625
New York City,East Gunhill Road,2.0
New York City,Lane Avenue,2.0
New York City,East Tremont Avenue,2.0
New York City,Frisby Avenue,2.0
New York City,St. Raymond's Avenue,2.0
New York City,West Kingsbridge Road,1.625
New York City,Hughes Avenue,1.625
New York City,Belmont Avenue,1.625
New York City,East Fordham Road,1.625
New York City,Broadway,1.625
New York City,46 Street,1.625
New York City,44 Street,1.625
New York City,Broadway,1.625
New York City,Steinway Street,2.0
New York City,Broadway,2.0
New York City,35 Street,2.0
New York City,Ditmars Boulevard,2.0
New York City,Jackson Avenue,2.0
New York City,Skillman Avenue,1.25
New York City,47 Road,2.0
New York City,Vernon Boulevard,2.0
New York City,48 Avenue,2.0
New York City,43 Avenue,1.625
New York City,47 Avenue,1.25
New York City,34 Street,2.0
New York City,Broadway,2.0
New York City,35 Street,2.0
New York City,61 Street,2.0
New York City,Woodside Avenue,2.0
New York City,21 Street,1.625
New York City,Port Richmond Avenue,1.625
New York City,122 Street,2.0
New York City,Liberty Avenue,2.0
New York City,121 Street,2.0
New York City,150 Street,3.0
New York City,Jamaica Avenue,3.0
New York City,153 Street,3.0
New York City,Liberty Avenue,2.0
New York City,Bergen Street,3.0
New York City,Broadway,2.0
New York City,Bushwick Avenue,1.625
New York City,52 Street,2.0
New York City,4 Avenue,3.0
New York City,Smith Street,3.0
New York City,Flatbush Avenue,1.625
New York City,Newkirk Avenue,1.625
New York City,3 Avenue,5.375
New York City,11 Avenue,5.375
New York City,Baxter Street,5.375
New York City,Hester Street,5.375
New York City,Centre Street,5.375
New York City,Avenue of the Americas,0.0
New York City,West 25 Street,0.0
New York City,Broadway,4.5
New York City,Cornelia Street,5.375
New York City,Carmine Street,5.375
New York City,Avenue of the Americas,5.375
New York City,West 54 Street,4.5
New York City,Broadway,5.25
New York City,West 53 Street,4.5
New York City,6 Avenue,5.375
New York City,West 45 Street,4.5
New York City,West 44 Street,4.5
New York City,Broadway,4.5
New York City,Avenue of the Americas,0.0
New York City,3 Avenue,5.375
New York City,3 Avenue,5.375
New York City,East 32 Street,0.0
New York City,Madison Avenue,0.0
New York City,East 33 Street,0.0
New York City,East 69 Street,5.375
New York City,Lexington Avenue,5.375
New York City,Grand Street,0.0
New York City,East 33 Street,0.0
New York City,East 26 Street,0.0
New York City,Lexington Avenue,5.375
New York City,Dahill Road,1.625
New York City,13 Avenue,1.625
New York City,13 Avenue,1.625
New York City,13 Avenue,1.75
New York City,East 12 Street,2.0
New York City,18 Avenue,1.625
New York City,East 10 Street,2.0
New York City,West 10 Street,1.625
New York City,McDonald Avenue,1.625
New York City,14 Avenue,1.625
New York City,Ocean Avenue,1.625
New York City,86 Street,2.0
New York City,4 Avenue,2.0
New York City,Bay Parkway,1.625
New York City,Brighton 6 Street,2.0
New York City,New Utrecht Avenue,1.625
New York City,18 Avenue,1.625
New York City,Bay Ridge Parkway,2.0
New York City,Avenue X,1.625
New York City,East 23 Street,1.625
New York City,White Plains Road,1.625
New York City,White Plains Road,1.625
New York City,Mosholu Parkway North,1.625
New York City,Stuyvesant Place,2.0
New York City,Hyatt Street,2.0
New York City,30 Street,1.625
New York City,30 Avenue,1.625
New York City,23 Avenue,1.625
New York City,Jackson Avenue,2.0
New York City,East 27 Street,0.0
New York City,10 Avenue,5.375
New York City,Lafayette Street,5.375
New York City,Grand Street,0.0
New York City,Broadway,5.375
New York City,Bond Street,5.375
New York City,West 27 Street,0.0
New York City,Avenue of the Americas,0.0
New York City,West 26 Street,0.0
New York City,Rivington Street,5.375
New York City,Clinton Street,5.375
New York City,Canal Street,4.0
New York City,East 26 Street,5.375
New York City,Avenue of the Americas,5.375
New York City,West 3 Street,6.0
New York City,West 27 Street,0.0
New York City,7 Avenue,0.0
New York City,West 26 Street,0.0
New York City,West Broadway,5.375
New York City,5 Avenue,2.0
New York City,East 18 Street,1.75
New York City,East 13 Street,2.0
New York City,Nostrand Avenue,1.625
New York City,3 Avenue,2.0
New York City,Coney Island Avenue,1.625
New York City,Ft. Hamilton Parkway,1.625
New York City,Van Sicklen Street,1.625
New York City,13 Avenue,1.625
New York City,5 Avenue,2.0
New York City,5 Avenue,2.0
New York City,Bay 31 Street,2.0
New York City,West 1 Street,1.625
New York City,18 Avenue,1.625
New York City,McDonald Avenue,1.625
New York City,20 Avenue,1.625
New York City,Bay Parkway,1.25
New York City,McDonald Avenue,1.625
New York City,Brighton 12 Street,1.625
New York City,13 Avenue,1.625
New York City,Kings Highway,1.625
New York City,White Plains Road,1.625
New York City,White Plains Road,1.625
New York City,Riverdale Avenue,1.625
New York City,Plaza Drive,1.625
New York City,West 170 Street,1.625
New York City,Williamsbridge Road,1.625
New York City,Borden Avenue,1.5
New York City,Grove Street,1.625
New York City,Center Boulevard,2.0
New York City,31 Street,1.625
New York City,Menahan Street,1.625
New York City,Fresh Pond Road,1.625
New York City,21 Avenue,1.625
New York City,Broadway,2.0
New York City,38 Street,2.0
New York City,31 Avenue,2.0
New York City,35 Avenue,1.625
New York City,Fulton Street,1.625
New York City,Church Avenue,1.625
New York City,Columbia Street,3.0
New York City,Washington Avenue,1.625
New York City,Broadway,1.625
New York City,Lafayette Avenue,1.625
New York City,Glenwood Road,1.625
New York City,Fulton Street,1.625
New York City,Smith Street,3.0
New York City,Bay Street,2.0
New York City,Port Richmond Avenue,1.625
New York City,101 Avenue,1.625
New York City,Atlantic Avenue,1.625
New York City,Merrick Boulevard,1.625
New York City,East 8 Street,5.375
New York City,University Place,5.375
New York City,5 Avenue,0.0
New York City,Madison Avenue,5.375
New York City,East 60 Street,4.5
New York City,Madison Avenue,0.0
New York City,Amsterdam Avenue,0.0
New York City,East 60 Street,0.0
New York City,East 61 Street,0.0
New York City,3 Avenue,5.375
New York City,1 Avenue,5.375
New York City,Desmond Court,1.625
New York City,Ovington Avenue,2.0
New York City,McDonald Avenue,1.625
New York City,Bay Parkway,2.0
New York City,East 15 Street,2.0
New York City,Hillel Place,1.625
New York City,Avenue P,1.625
New York City,East 13 Street,1.4375
New York City,72 Street,1.625
New York City,McDonald Avenue,1.625
New York City,East 12 Street,2.0
New York City,Campus Road,1.25
New York City,Gravensend Neck Road,1.625
New York City,New Utrecht Avenue,1.625
New York City,5 Avenue,2.0
New York City,3 Avenue,1.625
New York City,East 14 Street,2.0
New York City,Bay 26 Street,2.0
New York City,20 Avenue,1.625
New York City,East 19 Street,1.75
New York City,86 Street,2.0
New York City,11 Avenue,1.625
New York City,Union Street,3.0
New York City,4 Avenue,3.0
New York City,Atlantic Avenue,3.0
New York City,4 Avenue,3.0
New York City,4 Avenue,1.625
New York City,Ditmars Boulevard,1.625
New York City,Vernon Boulevard,2.0
New York City,Astoria Boulevard,1.625
New York City,30 Avenue,1.625
New York City,Steinway Street,1.625
New York City,Skillman Avenue,1.25
New York City,Wright Street,1.625
New York City,St. Paul Avenue,1.5
New York City,Van Duzer Street,1.5
New York City,Pelton Avenue,1.625
New York City,139 Street,1.625
New York City,101 Avenue,1.625
New York City,Hillside Avenue,1.625
New York City,Jerome Avenue,2.0
New York City,Webster Avenue,1.625
New York City,Francis Lewis Boulevard,1.625
New York City,East 55 Street,0.0
New York City,6 Avenue,5.375
New York City,3 Avenue,5.375
New York City,West 45 Street,4.0
New York City,1 Avenue,5.375
New York City,Allen Street,5.375
New York City,West 25 Street,0.0
New York City,Park Avenue,6.0
New York City,Gramercy Park West,5.375
New York City,Orchard Street,5.375
New York City,7 Avenue,4.5
New York City,East 41 Street,6.0
New York City,East 49 Street,4.5
New York City,1 Avenue,5.375
New York City,Madison Avenue,0.0
New York City,Irving Place,0.0
New York City,5 Avenue,0.0
New York City,6 Avenue,0.0
New York City,6 Avenue,5.375
New York City,8 Avenue,5.375
New York City,8 Avenue,6.0
New York City,Greene Street,5.375
New York City,Avenue of the Americas,4.5
New York City,3 Avenue,5.375
New York City,2 Avenue,0.0
New York City,West 25 Street,0.0
New York City,East 53 Street,4.5
New York City,West 37 Street,4.5
New York City,East 47 Street,0.0
New York City,1 Avenue,5.375
New York City,West 23 Street,0.0
New York City,York Avenue,5.375
New York City,East 28 Street,1.625
New York City,East 13 Street,2.0
New York City,Bay 25 Street,2.0
New York City,Brighton 5 Street,2.0
New York City,Brighton 11 Street,1.625
New York City,3 Avenue,2.0
New York City,Coney Island Avenue,1.4375
New York City,East 17 Street,2.0
New York City,New Utrecht Avenue,1.625
New York City,McDonald Avenue,1.625
New York City,Coney Island Avenue,1.625
New York City,65 Street,1.625
New York City,McDonald Avenue,1.625
New York City,Nostrand Avenue,1.625
New York City,East 15 Street,2.0
New York City,West 1 Street,1.625
New York City,White Plains Road,1.625
New York City,Forest Avenue,1.625
New York City,Church Avenue,1.625
New York City,7 Avenue,3.0
New York City,East 3 Street,1.625
New York City,Nostrand Avenue,1.625
New York City,Nostrand Avenue,1.625
New York City,7 Avenue,2.0
New York City,5 Avenue,3.0
New York City,Fulton Street,2.0
New York City,Flatbush Avenue,1.625
New York City,Grand Street,1.625
New York City,12 Street,3.0
New York City,Flatbush Avenue,2.0
New York City,Pacific Street,3.0
New York City,Ditmas Avenue,1.625
New York City,Court Street,3.0
New York City,Nassau Avenue,2.0
New York City,Grand Street,1.625
New York City,Franklin Avenue,1.625
New York City,Broadway,1.625
New York City,East 31 Street,1.625
New York City,Nevins Street,3.0
New York City,Flatbush Avenue,3.0
New York City,14 Avenue,1.625
New York City,East 18 Street,2.0
New York City,7 Avenue,2.0
New York City,7 Avenue,3.0
New York City,30 Avenue,1.625
New York City,Newtown Avenue,1.625
New York City,Astoria Boulevard,1.625
New York City,Broadway,2.0
New York City,31 Street,1.625
New York City,Jackson Avenue,2.0
New York City,44 Drive,2.0
New York City,38 Street,1.625
New York City,Queens Boulevard,1.625
New York City,Skillman Avenue,1.25
New York City,Victory Boulevard,1.625
New York City,Victory Boulevard,1.625
New York City,Winthrop Place,1.625
New York City,Victory Boulevard,1.625
New York City,Lefferts Boulevard,1.625
New York City,124 Street,2.0
New York City,Liberty Avenue,2.0
New York City,123 Street,2.0
New York City,Dyre Avenue,1.625
New York City,Cruger Avenue,1.625
New York City,97 Avenue,1.625
New York City,West 37 Street,0.0
New York City,1 Avenue,5.375
New York City,8 Avenue,6.0
New York City,East 17 Street,6.0
New York City,West 38 Street,0.0
New York City,3 Avenue,0.0
New York City,7 Avenue,4.5
New York City,West 51 Street,0.0
New York City,Lexington Avenue,5.375
New York City,East 42 Street,0.0
New York City,East 16 Street,6.0
New York City,East 40 Street,6.0
New York City,West 27 Street,0.0
New York City,East 69 Street,5.375
New York City,York Avenue,5.375
New York City,East 55 Street,0.0
New York City,7 Avenue South,5.375
New York City,Lafayette Street,5.375
New York City,East 32 Street,5.375
New York City,Cooper Square,5.375
New York City,Avenue of the Americas,0.0
New York City,East 56 Street,4.5
New York City,9 Avenue,5.375
New York City,1 Avenue,5.375
New York City,5 Avenue,6.0
New York City,West 42 Street,0.0
New York City,East 37 Street,6.0
New York City,West 36 Street,4.5
New York City,8 Avenue,5.375
New York City,Avenue A,5.375
New York City,West 23 Street,5.375
New York City,Hudson Street,5.375
New York City,2 Avenue,5.375
New York City,East 28 Street,5.375
New York City,West 58 Street,0.0
New York City,East 33 Street,0.0
New York City,3 Avenue,5.375
New York City,East 17 Street,0.0
New York City,7 Avenue,4.5
New York City,6 Avenue,0.0
New York City,2 Avenue,5.375
New York City,2 Avenue,5.375
New York City,7 Avenue,5.375
New York City,West 28 Street,0.0
New York City,East 48 Street,0.0
New York City,East 70 Street,0.0
New York City,3 Avenue,5.375
New York City,Avenue A,5.375
New York City,Lexington Avenue,5.375
New York City,East 17 Street,1.75
New York City,East 12 Street,1.4375
New York City,18 Avenue,1.625
New York City,East 15 Street,2.0
New York City,Nostrand Avenue,1.625
New York City,East 1 Street,1.625
New York City,Coney Island Avenue,1.625
New York City,5 Avenue,2.0
New York City,20 Avenue,1.625
New York City,Bedford Avenue,1.25
New York City,Avenue Z,2.0
New York City,Coney Island Avenue,2.0
New York City,East 15 Street,2.0
New York City,Coney Island Avenue,1.4375
New York City,13 Avenue,1.625
New York City,West 9 Street,1.625
New York City,Bath Avenue,1.625
New York City,Brighton 7 Street,2.0
New York City,Newkirk Avenue,1.625
New York City,4 Avenue,1.625
New York City,Nostrand Avenue,1.625
New York City,Dahill Road,1.625
New York City,Herkimer Street,2.0
New York City,7 Avenue,3.0
New York City,South 8 Street,1.625
New York City,13 Avenue,1.4375
New York City,Graham Avenue,1.625
New York City,Broadway,1.625
New York City,4 Avenue,1.625
New York City,Schermerhorn Street,3.0
New York City,5 Avenue,1.625
New York City,Church Avenue,1.625
New York City,New Utrecht Avenue,1.75
New York City,5 Avenue,1.625
New York City,Church Avenue,2.0
New York City,58 Street,2.0
New York City,Foster Avenue,1.625
New York City,Castleton Avenue,1.625
New York City,Bard Avenue,1.25
New York City,Castleton Avenue,1.625
New York City,Queens Plaza North,1.625
New York City,Jackson Avenue,2.0
New York City,30 Avenue,1.625
New York City,30 Avenue,1.625
New York City,Jackson Avenue,2.0
New York City,36 Street,1.25
New York City,Queens Boulevard,1.625
New York City,31 Avenue,2.0
New York City,37 Street,2.0
New York City,30 Avenue,2.0
New York City,Roosevelt Avenue,2.0
New York City,59 Street,2.0
New York City,61 Street,2.0
New York City,Roosevelt Avenue,2.0
New York City,Van Dam Street,1.25
New York City,47 Avenue,1.25
New York City,36 Street,1.625
New York City,147 Place,3.0
New York City,148 Street,3.0
New York City,Jamaica Avenue,1.625
New York City,118 Street,1.625
New York City,148 Street,3.0
New York City,112 Street,2.0
New York City,Liberty Avenue,2.0
New York City,113 Street,2.0
New York City,168 Place,1.625
New York City,Jamaica Avenue,1.625
New York City,Liberty Avenue,1.625
New York City,Jerome Avenue,1.625
New York City,Morris Park Avenue,1.625
New York City,East Tremont Avenue,2.0
New York City,Boston Road,1.625
New York City,Riverdale Avenue,1.625
New York City,Middletown Road,1.625
New York City,Merrick Boulevard,1.625
New York City,West 20 Street,5.375
New York City,Grand Street,5.375
New York City,Eldridge Street,5.375
New York City,Varick Street,5.375
New York City,Varick Street,5.375
New York City,10 Avenue,5.375
New York City,Park Avenue South,0.0
New York City,5 Avenue,0.0
New York City,West 30 Street,0.0
New York City,Gansevoort Street,5.375
New York City,2 Avenue,0.0
New York City,Washington Street,5.375
New York City,Greenwich Avenue,5.375
New York City,West 40 Street,0.0
New York City,Madison Avenue,0.0
New York City,Little West 12 Street,5.375
New York City,Varick Street,5.375
New York City,Lexington Avenue,5.375
New York City,Hudson Street,5.375
New York City,Washington Place,5.375
New York City,East 55 Street,4.5
New York City,East 53 Street,0.0
New York City,6 Avenue,5.375
New York City,Irving Place,5.375
New York City,West 52 Street,4.5
New York City,West Broadway,5.375
New York City,East 28 Street,5.375
New York City,East 41 Street,4.5
New York City,West 39 Street,4.5
New York City,West 49 Street,4.5
New York City,West Broadway,5.375
New York City,West 12 Street,5.375
New York City,7 Avenue South,5.375
New York City,East 27 Street,0.0
New York City,7 Avenue,4.5
New York City,Bowery,0.0
New York City,Park Avenue,0.0
New York City,East 63 Street,0.0
New York City,2 Avenue,5.375
New York City,West 48 Street,0.0
New York City,Gramercy Park East,5.375
New York City,Park Avenue,6.0
New York City,Madison Avenue,4.5
New York City,2 Avenue,0.0
New York City,Varick Street,5.375
New York City,East 20 Street,5.375
New York City,Lexington Avenue,6.0
New York City,2 Avenue,0.0
New York City,East 32 Street,0.0
New York City,East 17 Street,5.375
New York City,West 4 Street,5.375
New York City,West 48 Street,5.375
New York City,8 Avenue,5.375
New York City,Park Avenue South,0.0
New York City,Grand Street,5.375
New York City,Broadway,6.0
New York City,West 57 Street,5.375
New York City,23 Avenue,2.0
New York City,Coney Island Avenue,1.625
New York City,86 Street,2.0
New York City,Sheepshead Bay Road,1.625
New York City,3 Avenue,2.0
New York City,Bay Parkway,1.625
New York City,McDonald Avenue,1.625
New York City,Brighton 5 Street,2.0
New York City,13 Avenue,1.75
New York City,65 Street,1.625
New York City,Homecrest Avenue,2.0
New York City,Avenue P,1.625
New York City,East 15 Street,2.0
New York City,Kings Highway,1.625
New York City,Bay Ridge Parkway,1.625
New York City,18 Avenue,1.625
New York City,Bay 31 Street,2.0
New York City,87 Street,2.0
New York City,Greenpoint Avenue,1.625
New York City,35 Avenue,1.625
New York City,21 Street,2.0
New York City,Astoria Boulevard,1.625
New York City,Northern Boulevard,1.625
New York City,30 Avenue,2.0
New York City,36 Street,2.0
New York City,Newtown Avenue,1.625
New York City,31 Street,1.625
New York City,46 Road,2.0
New York City,46 Avenue,2.0
New York City,31 Avenue,1.625
New York City,35 Street,2.0
New York City,34 Street,2.0
New York City,Fresh Pond Road,1.625
New York City,Vernon Boulevard,2.0
New York City,49 Avenue,2.0
New York City,33 Street,1.625
New York City,36 Avenue,1.625
New York City,32 Street,1.625
New York City,Flatbush Avenue,3.0
New York City,Bedford Avenue,2.0
New York City,Norman Avenue,2.0
New York City,13 Avenue,1.75
New York City,Graham Avenue,2.0
New York City,White Plains Road,1.625
New York City,Jerome Avenue,1.625
New York City,Merrick Boulevard,1.625
New York City,51 Street,1.625
New York City,Graham Avenue,1.625
New York City,Court Street,3.0
New York City,Myrtle Avenue,2.0
New York City,East 21 Street,2.0
New York City,Nostrand Avenue,1.625
New York City,Cortelyou Road,1.625
New York City,7 Avenue,2.0
New York City,3 Avenue,3.0
New York City,Nostrand Avenue,1.625
New York City,Church Avenue,1.625
New York City,5 Avenue,1.625
New York City,Castleton Avenue,1.625
New York City,Port Richmond Avenue,1.625
New York City,Webster Avenue,2.0
New York City,White Plains Road,1.625
New York City,Decatur Avenue,2.0
New York City,Webster Avenue,2.0
New York City,Katonah Avenue,1.625
New York City,Broadway,1.25
New York City,Bedford Park Boulevard,1.625
New York City,West 58 Street,5.375
New York City,East 57 Street,0.0
New York City,7 Avenue,5.375
New York City,Park Avenue,0.0
New York City,Lexington Avenue,5.375
New York City,West 43 Street,5.375
New York City,7 Avenue,4.5
New York City,Broadway,5.375
New York City,West 33 Street,4.5
New York City,Avenue A,5.375
New York City,Hudson Street,5.375
New York City,6 Avenue,5.375
New York City,Grand Street,5.375
New York City,Broadway,4.5
New York City,3 Avenue,5.375
New York City,West 19 Street,0.0
New York City,2 Avenue,5.375
New York City,8 Avenue,5.375
New York City,Orchard Street,5.375
New York City,5 Avenue,0.0
New York City,Canal Street,4.0
New York City,MulBerry Street,5.375
New York City,East 55 Street,0.0
New York City,Park Avenue South,0.0
New York City,Madison Avenue,0.0
New York City,Park Avenue South,0.0
New York City,Lexington Avenue,4.0
New York City,8 Avenue,5.375
New York City,LaGuardia Place,5.375
New York City,Greenwich Avenue,5.375
New York City,7 Avenue,6.0
New York City,Union Square W.,0.0
New York City,Lexington Avenue,5.375
New York City,8 Avenue,0.0
New York City,3 Avenue,0.0
New York City,Church Street,5.375
New York City,6 Avenue,0.0
New York City,East 43 Street,4.5
New York City,East 9 Street,5.375
New York City,McDonald Avenue,1.625
New York City,18 Avenue,1.625
New York City,Coney Island Avenue,2.0
